begintrip_lat,begintrip_lng,begintrip_timestamp_local,surge_multiplier
22.27694197,114.164115,18:23:46,1.4
22.28068196,114.1575705,05:22:05,1.7
22.28263059,114.1553283,12:14:33,2.4
22.30682739,114.1842137,19:17:23,1.4
22.2805687,114.1763214,19:14:02,1.8
22.28086607,114.1727882,16:56:09,1.7
22.27677682,114.1642939,09:21:27,1.5
22.2807067,114.157395,19:22:12,2.5
22.3269172,114.177218,17:23:33,1.4
22.30180767,114.1788352,18:17:08,1.5
22.28067483,114.1624593,20:40:26,1.2
22.28081963,114.1720451,23:26:50,1.3
22.3860967,114.269705,08:52:04,1.5
22.2791604,114.1602775,13:03:25,1.2
22.2803997,114.1740013,12:47:26,1.4
22.2846569,114.1582011,12:42:27,2
22.27903216,114.1609708,19:34:49,1.4
22.3141202,114.1709246,14:23:43,1.3
22.27653893,114.1713485,14:10:57,2.1
22.28127206,114.1620442,00:23:39,1.5
22.303187,114.1599299,17:38:30,1.5
22.27940583,114.1587775,15:37:37,1.5
22.27098256,114.1848092,09:13:02,1.3
22.2799191,114.1642203,14:31:00,1.7
22.28187348,114.1583443,15:17:06,1.5
22.28054621,114.172805,20:00:18,1.5
22.28088389,114.1581318,18:56:51,1.4
22.2805486,114.1588995,20:28:43,1.5
22.2730239,114.1858938,06:45:39,1.5
22.2816287,114.1552022,18:18:25,2
22.2823825,114.1554022,12:40:41,2.6
22.28226853,114.1561355,11:59:31,1.2
22.29613868,114.1712156,19:22:26,1.5
22.2871766,114.1570717,11:02:28,1.5
22.2760052,114.2412561,07:21:51,1.5
22.2642894,114.155883,14:41:20,1.5
22.285405,114.1583967,14:33:16,1.3
22.24369063,114.1460806,13:56:44,1.3
22.3032464,114.1598279,22:00:57,1.5
22.3068178,114.1842934,14:52:02,1.2
22.29483972,114.1718335,18:36:08,1.6
22.2839061,114.1308735,09:08:59,1.4
22.31658234,114.1772361,14:07:31,2.1
22.29970717,114.1792377,19:48:10,1.5
22.31914,114.186165,19:08:07,1.9
22.2804887,114.1831822,22:06:27,1.3
22.27602352,114.1524968,22:16:18,1.2
22.2822699,114.1576383,23:15:46,2.1
22.2842328,114.1453133,08:10:46,1.4
22.2842334,114.1544291,18:11:14,1.5
22.29708549,114.1734322,12:40:47,1.5
22.2835502,114.2176853,11:36:12,1.4
22.2828642,114.1556612,23:51:13,1.2
22.25401572,114.1321514,08:48:37,1.7
22.33803287,114.174218,19:32:01,1.4
22.2807784,114.1574673,19:07:25,2.6
22.2779768,114.1755285,22:23:47,1.7
22.2787399,114.1828303,19:06:31,1.3
22.2767007,114.1677022,08:30:00,1.5
22.28377467,114.1922942,09:22:06,1.5
22.29932944,114.16852,15:21:32,1.2
22.28059945,114.1574246,16:45:59,1.5
22.2682441,114.1861935,09:37:36,2
22.2862233,114.1531,14:47:07,2
22.2812097,114.1411715,17:34:08,1.6
22.3644784,114.1157579,13:33:12,1.6
22.27808765,114.1703926,01:12:14,1.2
22.28354,114.1918683,19:39:03,1.5
22.3162338,114.1704951,13:04:37,1.9
22.3196097,114.2537406,11:54:39,1.3
22.30463792,114.1711175,14:47:05,2.6
22.2749818,114.1720722,13:52:44,1.9
22.28175379,114.1555302,15:32:41,1.4
22.2970638,114.1734238,12:49:19,1.5
22.28077292,114.157432,11:55:26,1.7
22.2782832,114.1832952,19:46:13,2.1
22.31179408,114.1894202,13:24:52,1.5
22.29910591,114.1736311,19:52:46,1.3
22.2950227,114.1718705,23:20:55,2.2
22.30461495,114.1598486,19:17:07,1.9
22.31937785,114.1750462,12:28:59,1.4
22.26000528,114.1321381,11:14:11,1.5
22.2745973,114.1788346,12:43:12,1.5
22.2940767,114.1691933,23:42:59,1.2
22.30788723,114.1901086,23:56:44,1.2
22.27763,114.1660545,12:26:14,2.1
22.2870562,114.153573,15:52:41,1.6
22.2848719,114.1586815,22:59:04,1.5
22.30514367,114.1893699,08:32:26,1.6
22.2847376,114.1584271,23:19:33,1.8
22.2829765,114.1261007,14:26:01,1.3
22.2803619,114.1696256,22:49:13,1.5
22.2635097,114.2519909,09:13:46,1.5
22.279885,114.159045,22:13:48,1.7
22.3072282,114.1857236,18:04:58,1.5
22.3386531,114.2138783,17:40:21,1.4
22.28445676,114.1490659,09:06:58,1.4
22.2840392,114.154781,20:36:45,1.2
22.2937899,114.1736924,23:12:23,1.5
22.3085497,114.1699261,18:35:25,1.5
22.28327172,114.191743,08:10:09,1.5
22.2864651,114.131975,15:28:36,1.5
22.2982886,114.1727025,17:45:41,1.6
22.3052478,114.1733164,16:47:43,1.3
22.295069,114.1717853,14:47:40,1.5
22.28186693,114.214488,14:32:20,1.5
22.2822495,114.1594089,22:43:44,1.4
22.2789424,114.1609605,19:46:32,2.1
22.3243328,114.2064892,14:43:07,1.5
22.2801173,114.1575014,20:04:27,1.3
22.28236694,114.1496119,08:40:32,1.7
22.26719104,114.1852557,08:50:16,2.8
22.2843457,114.2187132,07:38:46,1.7
22.3098836,114.1726107,13:47:26,1.6
22.2813592,114.158976,12:02:41,1.5
22.30327761,114.16054,13:57:32,1.3
22.274862,114.1728668,07:16:32,1.5
22.2771212,114.1931624,09:52:14,1.5
22.2863049,114.1567841,19:49:37,2
22.30391637,114.1604859,14:41:52,1.2
22.32973317,114.2151281,12:41:01,1.5
22.2854084,114.1585328,19:11:45,1.5
22.2830317,114.1490667,00:00:40,1.3
22.2774549,114.1816382,11:09:15,1.2
22.2773208,114.1646842,19:00:22,1.6
22.31229155,114.2235737,12:34:26,2
22.29579151,114.1717354,07:44:22,1.5
22.320074,114.1558821,14:26:55,1.5
22.30310604,114.1605322,12:01:31,2
22.2790646,114.1610061,12:03:58,2.4
22.2970146,114.1693067,22:04:16,1.5
22.2856376,114.1465605,12:45:48,2.2
22.32042791,114.1666858,23:01:54,1.5
22.2817449,114.1425564,17:54:34,1.5
22.27559355,114.1534521,19:21:27,2.3
22.2867432,114.1427729,08:44:48,1.4
22.296612,114.1719054,23:25:28,1.4
22.29622818,114.1693537,22:55:37,1.6
22.2631617,114.1892867,19:40:05,1.6
22.2881137,114.1393078,13:58:21,1.4
22.32646195,114.2053571,18:31:19,1.2
22.32617731,114.1843658,13:42:20,1.4
22.2844334,114.1537291,19:48:22,1.3
22.2756283,114.1602767,13:51:43,1.4
22.2746207,114.1719513,14:33:44,1.2
22.2773191,114.1653033,19:04:34,1.3
22.2767218,114.1674996,20:05:27,1.5
22.2871737,114.1492028,18:50:27,2
22.27940507,114.1842467,20:01:41,1.5
22.2810645,114.1863558,16:31:48,1.7
22.31683921,114.2265198,12:30:15,1.5
22.2798278,114.1590819,19:32:28,1.5
22.2793161,114.1732892,14:50:58,1.2
22.2748886,114.1603334,12:54:21,1.5
22.2825697,114.151306,19:57:52,1.5
22.2742838,114.1735038,21:57:54,1.5
22.2852404,114.1488936,07:53:41,2.4
22.2818073,114.1262239,07:41:41,1.4
22.2808935,114.15716,16:47:19,1.5
22.2857658,114.1525181,15:00:16,1.5
22.2856973,114.1558153,19:03:58,2.8
22.27792,114.1679733,09:48:37,1.5
22.28605825,114.1564557,18:43:57,1.7
22.27548208,114.170933,12:42:18,1.9
22.2770021,114.1543472,09:39:16,1.3
22.28614643,114.1566619,19:27:16,1.5
22.28063076,114.1736211,12:38:09,1.9
22.28473472,114.192036,09:02:17,1.8
22.2801017,114.1623566,14:23:43,1.3
22.33787205,114.1742284,13:12:17,1.2
22.28178407,114.157425,04:45:52,2
22.2779574,114.1925243,17:49:40,1.5
22.2185451,114.2115241,14:25:37,1.5
22.30469907,114.185966,14:12:57,1.7
22.28557105,114.1945578,18:41:18,1.4
22.2449578,114.1670998,19:10:14,1.5
22.3026072,114.175464,23:47:27,1.7
22.34202795,114.2112315,20:06:22,1.2
22.27651,114.1648917,14:01:04,1.5
22.27749529,114.1655499,04:42:31,2
22.27253598,114.1258608,11:55:49,1.5
22.2724204,114.1753164,18:50:17,1.6
22.3341245,114.1969827,13:02:01,2.1
22.27669322,114.1674641,22:58:31,1.5
22.27674642,114.1729484,23:45:38,1.4
22.3381866,114.1502677,14:26:57,1.5
22.29889666,114.174671,18:16:00,1.5
22.29621136,114.1696957,11:06:13,1.7
22.2842467,114.1423684,04:52:41,1.5
22.27732483,114.16493,19:19:56,2.1
22.29565493,114.1729922,12:00:50,1.8
22.3182244,114.1611985,19:25:19,1.2
22.28747571,114.1904551,23:17:35,1.5
22.2807351,114.1571953,11:49:52,2.5
22.29563291,114.1723719,08:40:45,1.7
22.2983933,114.1748117,23:21:10,1.6
22.2830091,114.157927,16:29:42,1.2
22.2827307,114.1558236,14:19:04,2.1
22.29208,114.1974133,15:36:56,1.5
22.3195056,114.1567564,08:18:45,1.2
22.2518795,114.1778421,12:20:30,1.4
22.2789623,114.1614115,16:02:13,1.2
22.2819219,114.1561793,13:41:01,1.4
22.2869992,114.1905052,15:36:18,1.3
22.29531933,114.1693935,14:31:06,1.5
22.2779586,114.1823815,15:41:57,1.9
22.2743303,114.1781206,15:40:33,1.9
22.2823481,114.1586428,20:31:31,1.3
22.2793977,114.1607497,11:57:47,2.3
22.2835915,114.1590105,15:12:02,1.5
22.2810445,114.1574845,11:53:08,1.7
22.2787686,114.1865383,10:47:06,1.3
22.2772987,114.1651212,16:28:37,1.7
22.2816582,114.1740798,14:58:21,1.4
22.30157617,114.1759497,17:49:20,1.5
22.318182,114.1764562,12:31:35,1.4
22.2827332,114.1553791,20:01:15,1.8
22.287468,114.1904874,15:10:11,1.2
22.285494,114.1593705,18:31:24,1.5
22.2754888,114.1596553,16:10:00,1.6
22.3021598,114.1685933,14:14:59,1.5
22.29566251,114.1734671,12:18:59,1.7
22.27525511,114.1714062,13:02:36,2.2
22.2773763,114.1653464,14:56:06,2.1
22.2798589,114.1528824,13:22:56,2.7
22.29848973,114.1685049,14:49:06,1.9
22.27685873,114.1680898,15:04:17,2.1
22.280665,114.1575283,14:21:16,1.5
22.2971905,114.1738225,17:07:52,1.4
22.31872818,114.1681471,17:42:38,1.5
22.27559825,114.1571981,14:40:22,1.4
22.2490063,114.16957,13:22:07,1.3
22.2673447,114.2409444,09:30:13,1.5
22.27680622,114.167306,18:45:57,1.7
22.2745847,114.1959827,08:01:40,1.4
22.27816583,114.1827224,23:12:49,1.8
22.28171753,114.157335,21:52:46,1.5
22.2812203,114.1588946,17:57:57,1.5
22.27851,114.16489,20:02:41,1.3
22.2783095,114.1850183,18:33:22,2.5
22.28565416,114.1521322,14:58:35,1.5
22.2808307,114.157508,20:55:10,1.4
22.2685152,114.1832738,09:42:58,2
22.3045015,114.1601611,18:56:41,1.3
22.2803133,114.1575617,20:34:30,1.3
22.280627,114.1575372,19:44:08,2.1
22.2921747,114.2067999,20:04:06,1.3
22.2806124,114.1575073,17:47:55,1.5
22.33386742,114.1465284,19:26:08,1.2
22.2806511,114.1738847,13:54:22,1.4
22.306037,114.172917,18:53:18,1.5
22.2804045,114.1708201,22:49:06,1.5
22.3414681,114.2078633,08:57:34,1.2
22.2819548,114.1545292,03:48:04,1.7
22.29751132,114.174251,23:16:09,1.7
22.306221,114.1611837,23:28:25,1.5
22.2774125,114.1679639,00:43:34,1.5
22.2805664,114.1735318,09:42:21,1.5
22.28079014,114.1487737,09:09:21,3
22.3004854,114.1724201,14:07:56,1.6
22.2804816,114.162611,23:06:34,1.5
22.2779002,114.1820174,09:17:30,2.1
22.2800489,114.1553215,12:24:58,1.3
22.3045215,114.1604711,12:29:38,1.5
22.36503921,114.1140852,14:16:19,1.2
22.2856438,114.140087,22:13:30,1.7
22.33378821,114.1492764,08:25:44,1.2
22.30808181,114.2577468,09:02:20,1.7
22.27914,114.1639955,14:04:56,1.5
22.30454109,114.184996,07:31:20,1.2
22.37011166,114.1149976,18:53:51,1.5
22.2681141,114.1861513,13:57:42,1.5
22.2810902,114.1476903,12:46:12,1.5
22.3318208,114.1779721,23:32:32,1.4
22.29742676,114.1767604,09:23:54,1.5
22.27711999,114.1678205,14:24:10,1.2
22.3220692,114.2060127,09:31:49,1.5
22.2876902,114.1569734,18:20:56,1.8
22.2951224,114.1729109,16:50:01,1.4
22.2815596,114.2213963,14:58:27,1.3
22.2854691,114.2026472,12:58:21,3.5
22.2752393,114.1601369,12:59:08,1.2
22.28450147,114.1578989,20:06:51,1.5
22.27018066,114.1857396,08:53:31,1.4
22.28120102,114.1588207,12:13:40,1.6
22.2819755,114.1589677,00:38:39,1.5
22.28765796,114.2030698,11:23:42,1.5
22.2783769,114.1703691,12:40:36,2.1
22.3038077,114.1858783,08:20:43,2.1
22.2802858,114.1577407,15:54:15,1.4
22.2762522,114.1839752,17:09:36,2.1
22.2854347,114.1425424,12:10:33,1.7
22.38447877,114.1095257,14:13:21,2.2
22.2828557,114.159658,15:26:20,2.1
22.2821246,114.183979,14:57:00,1.3
22.2873314,114.1923258,19:03:53,1.7
22.31457784,114.1889451,08:25:16,1.5
22.28118823,114.1853665,14:51:31,1.4
22.2798442,114.163766,21:29:25,1.3
22.2801665,114.154961,23:04:53,1.5
22.2802816,114.1729411,22:43:19,1.7
22.31914991,114.1770105,07:27:58,1.2
22.27860886,114.1927263,09:24:09,1.5
22.2756071,114.1812495,19:03:12,1.3
22.30195604,114.1819243,23:09:31,1.4
22.28122673,114.1728027,17:08:55,1.5
22.277232,114.1654258,20:07:30,1.9
22.2815205,114.1741248,20:15:12,1.2
22.2863483,114.1567682,18:56:04,3.5
22.2877638,114.213386,18:57:45,2.8
22.2776188,114.1751227,22:27:25,1.7
22.2805944,114.1825085,16:50:59,1.2
22.2816656,114.1591467,17:41:15,1.5
22.3333373,114.1821236,14:16:39,1.4
22.27804951,114.1860954,15:25:03,1.5
22.28173112,114.1446242,12:10:28,1.9
22.33634662,114.1489664,18:03:38,1.4
22.2744174,114.1602746,09:29:41,2.1
22.32448017,114.188009,08:52:39,1.3
22.28011573,114.155443,12:32:29,1.7
22.2805573,114.1575968,22:14:24,1.2
